claim_id,policy_id,customer_id,agent_id,claim_type,incident_date,claim_amount,days_since_policy_start,previous_claims_count,customer_age,policy_premium_ratio,surveyor_mismatch_flag,status,is_fraud
CLM-0231,POL-0127,CUST-0271,AGT-0011,health,2026-04-24,233425.72,22,3,34,10.42,1,rejected,1
CLM-0232,POL-0321,CUST-0280,AGT-0020,motor_accident,2026-03-27,29341.14,92,0,49,0.57,0,pending,0
CLM-0233,POL-0155,CUST-0217,AGT-0005,life,2025-11-07,89208.6,134,0,60,1.18,0,pending,0
CLM-0234,POL-0443,CUST-0196,AGT-0001,motor_accident,2025-12-09,133646.19,40,3,49,3.87,0,settled,0
CLM-0235,POL-0265,CUST-0071,AGT-0007,health,2025-08-11,42533.86,135,0,63,0.8,0,pending,0
CLM-0236,POL-0182,CUST-0193,AGT-0010,motor_accident,2026-03-27,146301.49,485,1,40,1.9,0,settled,0
CLM-0237,POL-0492,CUST-0281,AGT-0016,property_damage,2026-01-02,74760.01,627,1,34,3.7,0,settled,0
CLM-0238,POL-0301,CUST-0234,AGT-0011,health,2025-07-08,33197.07,273,0,52,0.81,0,rejected,0
CLM-0239,POL-0097,CUST-0222,AGT-0006,property_damage,2025-10-29,140482.41,508,2,62,4.71,1,settled,0
CLM-0240,POL-0449,CUST-0005,AGT-0002,life,2025-07-16,13227.47,254,0,65,0.32,0,settled,0
CLM-0241,POL-0414,CUST-0265,AGT-0018,motor_accident,2025-08-20,45036.69,218,0,48,0.84,0,pending,0
CLM-0242,POL-0100,CUST-0053,AGT-0005,health,2026-02-08,182978.21,398,0,26,7.48,0,rejected,0
CLM-0243,POL-0434,CUST-0281,AGT-0012,health,2025-11-18,39815.58,52,1,41,1.32,0,settled,0
CLM-0244,POL-0480,CUST-0077,AGT-0011,life,2025-06-01,93959.72,408,2,35,2.63,1,pending,0
CLM-0245,POL-0407,CUST-0266,AGT-0015,health,2026-05-08,108848.17,413,2,63,1.92,0,settled,0
CLM-0246,POL-0151,CUST-0155,AGT-0006,life,2026-02-13,68897.72,84,2,33,1.54,1,settled,0
CLM-0247,POL-0034,CUST-0288,AGT-0009,property_damage,2025-06-01,80682.59,690,2,56,2.87,1,settled,0
CLM-0248,POL-0243,CUST-0138,AGT-0014,life,2026-01-31,83184.48,627,0,38,1.71,0,settled,0
CLM-0249,POL-0456,CUST-0278,AGT-0012,motor_accident,2025-12-31,35655.82,413,2,60,1.1,0,settled,0
CLM-0250,POL-0299,CUST-0229,AGT-0011,property_damage,2025-09-19,329291.73,22,6,28,12.18,1,pending,1
CLM-0251,POL-0092,CUST-0144,AGT-0018,motor_accident,2026-01-10,56796.85,107,2,30,2.41,0,rejected,0
CLM-0252,POL-0037,CUST-0148,AGT-0011,property_damage,2026-02-23,111475.08,371,1,46,3.29,0,settled,0
CLM-0253,POL-0468,CUST-0274,AGT-0020,motor_accident,2025-10-02,155164.84,318,2,50,4.4,0,settled,0
CLM-0254,POL-0117,CUST-0229,AGT-0012,life,2025-10-07,151081.73,515,1,58,9.32,1,settled,0
CLM-0255,POL-0434,CUST-0281,AGT-0012,motor_accident,2025-11-21,155175.56,457,1,53,5.16,0,pending,0
CLM-0256,POL-0483,CUST-0281,AGT-0013,life,2025-06-12,102461.04,704,2,46,1.96,0,settled,0
CLM-0257,POL-0012,CUST-0098,AGT-0006,life,2025-11-17,11280.75,172,1,46,0.13,1,settled,0
CLM-0258,POL-0274,CUST-0207,AGT-0001,motor_accident,2025-06-20,97581.64,366,3,65,1.53,0,settled,0
CLM-0259,POL-0251,CUST-0114,AGT-0008,motor_accident,2025-10-11,219649.56,25,5,24,2.49,0,pending,1
CLM-0260,POL-0088,CUST-0290,AGT-0008,life,2026-04-26,182413.43,430,1,32,1.89,0,settled,0
CLM-0261,POL-0446,CUST-0282,AGT-0017,property_damage,2025-08-04,89279.13,710,3,35,1.6,1,settled,0
CLM-0262,POL-0104,CUST-0155,AGT-0009,life,2025-10-08,199942.2,5,6,30,10.82,0,pending,1
CLM-0263,POL-0148,CUST-0138,AGT-0011,health,2025-10-31,184184.69,385,2,50,2.14,1,settled,0
CLM-0264,POL-0197,CUST-0089,AGT-0012,health,2026-01-11,40771.64,612,0,50,1.82,0,rejected,0
CLM-0265,POL-0342,CUST-0276,AGT-0018,property_damage,2026-04-22,141118.58,252,3,51,13.77,1,settled,0
CLM-0266,POL-0210,CUST-0038,AGT-0012,life,2025-11-17,54289.49,548,0,54,1.11,0,settled,0
CLM-0267,POL-0204,CUST-0113,AGT-0019,motor_accident,2026-04-19,237712.01,9,5,31,10.19,1,rejected,1
CLM-0268,POL-0072,CUST-0027,AGT-0009,property_damage,2026-03-29,59432.67,195,1,26,5.2,1,settled,0
CLM-0269,POL-0040,CUST-0153,AGT-0019,motor_accident,2025-06-20,7186.07,309,1,53,0.08,0,settled,0
CLM-0270,POL-0429,CUST-0277,AGT-0006,motor_accident,2026-05-07,106960.52,708,0,49,1.67,0,settled,0
CLM-0271,POL-0192,CUST-0016,AGT-0013,health,2025-06-17,43997.21,46,3,26,2.5,0,settled,0
CLM-0272,POL-0409,CUST-0096,AGT-0018,property_damage,2025-12-17,134501.21,201,0,51,4.39,1,settled,0
CLM-0273,POL-0107,CUST-0203,AGT-0011,property_damage,2026-03-04,82037.46,468,0,39,4.89,0,pending,0
CLM-0274,POL-0200,CUST-0279,AGT-0001,health,2025-11-02,47918.76,703,2,64,1.13,0,settled,0
CLM-0275,POL-0365,CUST-0109,AGT-0005,life,2025-06-18,198153.6,612,1,41,7.57,0,rejected,0
CLM-0276,POL-0090,CUST-0088,AGT-0003,life,2025-11-17,177373.57,355,3,29,7.24,0,settled,0
CLM-0277,POL-0301,CUST-0234,AGT-0011,health,2025-07-18,7591.88,51,0,44,0.19,0,pending,0
CLM-0278,POL-0256,CUST-0142,AGT-0011,life,2025-12-14,34575.76,239,0,40,0.75,1,pending,0
CLM-0279,POL-0267,CUST-0003,AGT-0015,health,2025-08-28,85904.21,325,0,39,2.43,0,pending,0
CLM-0280,POL-0312,CUST-0281,AGT-0011,life,2026-04-26,106687.03,217,3,65,2.66,0,rejected,0
CLM-0281,POL-0481,CUST-0229,AGT-0020,life,2025-12-23,22893.08,636,1,40,0.52,1,pending,0
CLM-0282,POL-0218,CUST-0215,AGT-0006,life,2026-04-21,53549.04,322,3,65,2.95,0,rejected,0
CLM-0283,POL-0194,CUST-0191,AGT-0003,life,2025-10-25,91068.33,547,3,34,7.09,0,rejected,0
CLM-0284,POL-0276,CUST-0131,AGT-0018,life,2025-08-17,146696.41,293,3,54,6.7,0,settled,0
CLM-0285,POL-0070,CUST-0288,AGT-0014,property_damage,2025-09-22,43164.57,224,0,25,0.64,1,settled,0
CLM-0286,POL-0497,CUST-0235,AGT-0018,motor_accident,2025-11-15,79887.3,345,0,51,2.95,0,rejected,0
CLM-0287,POL-0391,CUST-0181,AGT-0013,life,2025-10-26,54775.39,386,3,65,1.22,0,settled,0
CLM-0288,POL-0018,CUST-0061,AGT-0005,health,2026-01-21,75475.79,722,0,34,1.58,0,settled,0
CLM-0289,POL-0007,CUST-0153,AGT-0015,motor_accident,2025-09-08,182307.03,25,6,32,3.93,1,settled,1
CLM-0290,POL-0425,CUST-0033,AGT-0016,motor_accident,2026-04-06,139908.18,542,3,62,6.17,0,settled,0
CLM-0291,POL-0138,CUST-0127,AGT-0010,motor_accident,2026-04-12,186353.29,437,2,25,4.18,0,pending,0
CLM-0292,POL-0214,CUST-0094,AGT-0020,health,2025-09-24,147943.24,204,1,48,3.75,0,pending,0
CLM-0293,POL-0291,CUST-0093,AGT-0020,life,2025-10-18,41199.42,90,1,37,0.49,0,settled,0
CLM-0294,POL-0041,CUST-0069,AGT-0017,life,2025-09-25,78657.06,313,0,46,3.17,0,settled,0
CLM-0295,POL-0032,CUST-0203,AGT-0012,motor_accident,2025-11-20,191266.68,711,0,31,4.45,0,settled,0
CLM-0296,POL-0243,CUST-0138,AGT-0014,property_damage,2025-06-25,122852.45,374,2,46,2.52,0,settled,0
CLM-0297,POL-0448,CUST-0008,AGT-0006,property_damage,2025-06-07,24534.59,497,3,33,0.59,0,settled,0
CLM-0298,POL-0232,CUST-0215,AGT-0018,property_damage,2026-05-23,133480.84,516,3,37,2.56,0,settled,0
CLM-0299,POL-0348,CUST-0157,AGT-0019,life,2025-06-28,123318.79,439,0,47,4.75,0,rejected,0
CLM-0300,POL-0151,CUST-0155,AGT-0006,property_damage,2025-06-21,143828.68,562,0,33,3.21,0,rejected,0
CLM-0301,POL-0459,CUST-0210,AGT-0011,motor_accident,2026-04-07,27557.34,708,1,40,0.4,0,settled,0
CLM-0302,POL-0476,CUST-0248,AGT-0006,motor_accident,2025-06-25,181016.46,317,1,41,2.3,0,pending,0
CLM-0303,POL-0047,CUST-0061,AGT-0015,life,2025-07-01,69896.22,259,0,46,2.08,0,settled,0
CLM-0304,POL-0414,CUST-0265,AGT-0018,health,2026-04-02,55523.32,327,0,32,1.03,0,settled,0
CLM-0305,POL-0489,CUST-0103,AGT-0012,life,2025-10-27,148698.99,348,0,62,2.69,1,settled,0
CLM-0306,POL-0267,CUST-0003,AGT-0015,property_damage,2026-03-18,120201.32,139,3,25,3.4,1,settled,0
CLM-0307,POL-0256,CUST-0142,AGT-0011,motor_accident,2026-01-11,33747.94,320,1,27,0.73,1,rejected,0
CLM-0308,POL-0324,CUST-0080,AGT-0002,health,2026-02-05,101529.98,415,0,46,9.87,0,settled,0
CLM-0309,POL-0439,CUST-0096,AGT-0004,life,2025-06-18,81402.53,705,1,26,4.47,1,settled,0
CLM-0310,POL-0201,CUST-0177,AGT-0019,life,2026-04-12,404364.11,19,8,35,6.36,0,pending,1
CLM-0311,POL-0436,CUST-0265,AGT-0020,life,2026-01-02,64294.43,700,1,61,2.07,0,rejected,0
CLM-0312,POL-0412,CUST-0052,AGT-0009,health,2025-11-20,148387.18,39,2,61,2.85,0,rejected,0
CLM-0313,POL-0475,CUST-0048,AGT-0019,property_damage,2025-08-01,274454.35,31,4,21,9.1,0,pending,1
CLM-0314,POL-0126,CUST-0096,AGT-0012,life,2025-06-11,234299.4,32,5,32,6.23,1,settled,1
CLM-0315,POL-0443,CUST-0196,AGT-0001,motor_accident,2026-03-30,79509.68,677,3,48,2.3,0,settled,0
CLM-0316,POL-0012,CUST-0098,AGT-0006,life,2025-07-05,197533.12,521,2,31,2.32,1,settled,0
CLM-0317,POL-0065,CUST-0296,AGT-0020,life,2026-04-29,172224.41,35,4,27,10.34,0,rejected,1
CLM-0318,POL-0366,CUST-0118,AGT-0014,motor_accident,2025-08-20,132081.63,242,0,36,3.29,1,settled,0
CLM-0319,POL-0021,CUST-0168,AGT-0020,motor_accident,2026-04-18,222180.47,11,3,29,9.0,1,settled,1
CLM-0320,POL-0187,CUST-0104,AGT-0005,property_damage,2025-06-28,38462.62,703,0,40,1.18,0,settled,0
CLM-0321,POL-0252,CUST-0243,AGT-0005,health,2026-03-20,106919.92,390,1,31,3.0,0,settled,0
CLM-0322,POL-0309,CUST-0261,AGT-0006,property_damage,2026-01-18,120397.71,314,1,64,3.08,0,settled,0
CLM-0323,POL-0234,CUST-0109,AGT-0007,property_damage,2025-07-11,238962.79,28,8,23,12.82,1,rejected,1
CLM-0324,POL-0289,CUST-0140,AGT-0013,life,2025-11-18,164999.1,649,1,51,4.02,0,pending,0
CLM-0325,POL-0139,CUST-0225,AGT-0004,property_damage,2025-12-12,188496.55,36,6,22,9.02,1,rejected,1
CLM-0326,POL-0141,CUST-0273,AGT-0009,property_damage,2025-08-03,282004.59,15,6,22,5.61,0,rejected,1
CLM-0327,POL-0271,CUST-0116,AGT-0012,health,2025-12-20,116570.82,318,2,63,2.82,0,rejected,0
CLM-0328,POL-0177,CUST-0139,AGT-0003,motor_accident,2025-06-14,137173.32,574,3,55,3.44,1,settled,0
CLM-0329,POL-0074,CUST-0109,AGT-0007,life,2026-02-27,148407.36,84,2,40,3.35,1,settled,0
CLM-0330,POL-0258,CUST-0255,AGT-0010,life,2025-12-22,190760.18,563,1,44,2.56,0,settled,0
CLM-0331,POL-0374,CUST-0091,AGT-0016,life,2026-05-26,23258.55,619,0,30,0.6,0,rejected,0
CLM-0332,POL-0478,CUST-0179,AGT-0014,motor_accident,2025-10-26,98532.91,557,0,50,1.05,0,settled,0
CLM-0333,POL-0379,CUST-0296,AGT-0017,health,2026-03-03,184489.5,570,0,63,9.03,0,pending,0
CLM-0334,POL-0181,CUST-0013,AGT-0008,health,2025-08-28,87430.84,418,1,48,2.73,0,rejected,0
CLM-0335,POL-0154,CUST-0116,AGT-0017,motor_accident,2025-10-06,56626.4,32,3,38,2.21,0,rejected,0
CLM-0336,POL-0183,CUST-0073,AGT-0009,health,2025-11-07,311123.86,20,5,22,13.22,0,pending,1
CLM-0337,POL-0252,CUST-0243,AGT-0005,property_damage,2026-02-05,108173.83,187,3,32,3.03,0,settled,0
CLM-0338,POL-0187,CUST-0104,AGT-0005,property_damage,2025-10-21,40525.5,305,0,53,1.24,0,pending,0
CLM-0339,POL-0098,CUST-0043,AGT-0009,life,2025-06-25,31067.66,461,2,27,0.37,0,rejected,0
CLM-0340,POL-0251,CUST-0114,AGT-0008,life,2026-03-25,160964.92,160,2,50,1.82,1,pending,0
CLM-0341,POL-0065,CUST-0296,AGT-0020,motor_accident,2025-10-21,102500.18,730,1,28,6.15,0,settled,0
CLM-0342,POL-0043,CUST-0291,AGT-0007,property_damage,2025-06-07,53310.72,186,1,40,0.85,0,settled,0
CLM-0343,POL-0243,CUST-0138,AGT-0014,health,2026-02-03,162940.73,544,1,37,3.35,1,pending,0
CLM-0344,POL-0141,CUST-0273,AGT-0009,motor_accident,2025-11-18,186174.17,466,0,64,3.7,0,settled,0
CLM-0345,POL-0114,CUST-0279,AGT-0002,property_damage,2026-01-08,98443.07,552,3,28,3.33,0,rejected,0
CLM-0346,POL-0164,CUST-0188,AGT-0018,property_damage,2025-07-25,40441.57,30,0,45,1.01,0,pending,0
CLM-0347,POL-0486,CUST-0166,AGT-0019,health,2025-12-13,70185.02,144,0,25,3.01,1,settled,0
CLM-0348,POL-0271,CUST-0116,AGT-0012,motor_accident,2026-03-26,51459.18,312,1,62,1.24,0,settled,0
CLM-0349,POL-0301,CUST-0234,AGT-0011,property_damage,2025-12-28,177388.07,225,1,53,4.33,0,settled,0
CLM-0350,POL-0370,CUST-0146,AGT-0003,life,2025-07-13,29927.23,458,2,60,0.55,0,settled,0
CLM-0351,POL-0248,CUST-0016,AGT-0008,health,2026-01-03,186609.8,545,0,35,3.31,1,pending,0
CLM-0352,POL-0407,CUST-0266,AGT-0015,health,2025-10-19,42087.23,437,3,59,0.74,1,settled,0
CLM-0353,POL-0400,CUST-0244,AGT-0011,motor_accident,2025-09-11,123407.58,241,1,25,11.41,0,settled,0
CLM-0354,POL-0156,CUST-0053,AGT-0011,health,2026-01-02,62790.92,304,0,35,1.24,0,pending,0
CLM-0355,POL-0475,CUST-0048,AGT-0019,motor_accident,2025-07-03,455683.99,4,8,24,15.12,0,pending,1
CLM-0356,POL-0043,CUST-0291,AGT-0007,motor_accident,2025-07-15,177377.35,300,1,51,2.82,1,settled,0
CLM-0357,POL-0375,CUST-0067,AGT-0020,health,2025-10-17,39463.37,46,0,49,3.45,0,settled,0
CLM-0358,POL-0298,CUST-0041,AGT-0015,life,2025-11-24,172353.16,434,1,53,5.71,0,pending,0
CLM-0359,POL-0254,CUST-0239,AGT-0010,health,2025-07-04,41080.46,210,1,61,0.72,0,settled,0
CLM-0360,POL-0454,CUST-0278,AGT-0016,health,2025-10-11,81868.48,652,1,29,1.34,0,rejected,0
CLM-0361,POL-0371,CUST-0113,AGT-0014,motor_accident,2025-07-06,146719.1,42,0,49,2.75,0,rejected,0
CLM-0362,POL-0395,CUST-0060,AGT-0017,motor_accident,2025-08-27,199922.46,41,7,21,7.51,0,rejected,1
CLM-0363,POL-0104,CUST-0155,AGT-0009,health,2026-05-03,415885.11,29,4,25,22.51,1,rejected,1
CLM-0364,POL-0064,CUST-0277,AGT-0007,life,2026-03-20,165584.05,35,5,22,7.24,1,pending,1
CLM-0365,POL-0117,CUST-0229,AGT-0012,motor_accident,2025-09-22,33738.42,701,2,39,2.08,0,pending,0
CLM-0366,POL-0053,CUST-0047,AGT-0017,motor_accident,2026-05-09,59953.78,108,2,32,0.78,0,settled,0
CLM-0367,POL-0272,CUST-0086,AGT-0003,property_damage,2026-04-08,40366.27,465,1,44,1.01,1,settled,0
CLM-0368,POL-0478,CUST-0179,AGT-0014,life,2025-10-15,181862.01,108,0,34,1.94,0,settled,0
CLM-0369,POL-0058,CUST-0192,AGT-0013,health,2025-11-15,192119.14,315,1,30,2.96,0,settled,0
CLM-0370,POL-0247,CUST-0102,AGT-0009,life,2025-08-29,85719.15,681,2,33,2.04,0,settled,0
CLM-0371,POL-0421,CUST-0041,AGT-0006,health,2026-05-23,21305.46,461,1,30,0.24,0,settled,0
CLM-0372,POL-0472,CUST-0004,AGT-0010,life,2026-01-27,468976.67,24,4,25,9.64,1,pending,1
CLM-0373,POL-0383,CUST-0130,AGT-0010,life,2025-11-22,486718.19,10,6,32,7.52,0,pending,1
CLM-0374,POL-0038,CUST-0294,AGT-0008,health,2026-04-22,120815.5,191,0,34,1.63,0,pending,0
CLM-0375,POL-0392,CUST-0047,AGT-0018,life,2025-07-05,149993.8,570,2,55,2.44,0,settled,0
CLM-0376,POL-0080,CUST-0132,AGT-0016,life,2025-06-17,374859.0,39,4,29,6.25,0,settled,1
CLM-0377,POL-0365,CUST-0109,AGT-0005,property_damage,2026-04-14,184234.29,543,2,39,7.04,0,settled,0
CLM-0378,POL-0206,CUST-0289,AGT-0007,life,2025-11-18,47686.75,218,0,54,1.11,0,pending,0
CLM-0379,POL-0100,CUST-0053,AGT-0005,motor_accident,2026-04-28,25358.01,401,2,26,1.04,0,settled,0
CLM-0380,POL-0097,CUST-0222,AGT-0006,motor_accident,2025-08-16,129485.85,63,1,42,4.34,0,rejected,0
CLM-0381,POL-0025,CUST-0076,AGT-0008,property_damage,2025-11-12,188984.28,38,2,43,10.2,0,settled,0
CLM-0382,POL-0170,CUST-0159,AGT-0006,life,2025-08-04,149583.01,133,1,26,9.47,1,rejected,0
CLM-0383,POL-0083,CUST-0005,AGT-0007,health,2026-03-10,95305.71,670,0,39,3.75,0,rejected,0
CLM-0384,POL-0374,CUST-0091,AGT-0016,life,2026-05-11,107040.98,379,3,33,2.77,0,rejected,0
CLM-0385,POL-0107,CUST-0203,AGT-0011,property_damage,2025-08-24,123341.02,186,3,31,7.35,0,rejected,0
CLM-0386,POL-0049,CUST-0245,AGT-0005,property_damage,2026-04-16,38094.94,332,1,29,1.3,0,pending,0
CLM-0387,POL-0243,CUST-0138,AGT-0014,property_damage,2026-01-05,153813.54,482,1,32,3.16,1,settled,0
CLM-0388,POL-0188,CUST-0161,AGT-0014,property_damage,2025-06-16,126803.22,351,2,30,9.0,0,pending,0
CLM-0389,POL-0359,CUST-0190,AGT-0008,motor_accident,2026-02-06,6548.87,137,2,49,0.4,0,settled,0
CLM-0390,POL-0179,CUST-0005,AGT-0012,life,2025-10-22,130284.47,506,0,30,2.82,0,pending,0
CLM-0391,POL-0163,CUST-0271,AGT-0001,health,2025-10-03,122852.04,247,3,32,3.89,0,pending,0
CLM-0392,POL-0291,CUST-0093,AGT-0020,life,2026-02-11,360377.09,25,3,35,4.28,1,pending,1
CLM-0393,POL-0139,CUST-0225,AGT-0004,life,2025-10-29,39340.6,175,0,42,1.88,0,settled,0
CLM-0394,POL-0426,CUST-0054,AGT-0009,property_damage,2025-10-29,463234.81,28,5,33,16.91,1,pending,1
CLM-0395,POL-0495,CUST-0056,AGT-0001,health,2026-04-22,74165.01,614,3,25,2.29,1,settled,0
CLM-0396,POL-0075,CUST-0204,AGT-0008,life,2025-12-20,197341.75,354,0,34,5.85,0,pending,0
CLM-0397,POL-0267,CUST-0003,AGT-0015,health,2026-02-24,197706.53,158,3,65,5.59,1,settled,0
CLM-0398,POL-0308,CUST-0256,AGT-0001,property_damage,2025-09-16,72876.68,225,0,48,2.25,0,settled,0
CLM-0399,POL-0333,CUST-0276,AGT-0014,property_damage,2026-04-03,85740.48,390,2,59,1.66,0,rejected,0
CLM-0400,POL-0192,CUST-0016,AGT-0013,life,2025-07-11,121003.9,585,3,49,6.87,0,settled,0
CLM-0401,POL-0413,CUST-0075,AGT-0005,motor_accident,2025-07-11,22479.4,46,3,31,0.43,0,settled,0
CLM-0402,POL-0342,CUST-0276,AGT-0018,life,2026-03-29,87024.97,258,3,60,8.49,0,settled,0
CLM-0403,POL-0465,CUST-0266,AGT-0004,property_damage,2025-06-28,142247.82,435,0,48,13.07,0,settled,0
CLM-0404,POL-0003,CUST-0101,AGT-0018,property_damage,2025-12-11,85838.55,45,0,34,1.23,0,pending,0
CLM-0405,POL-0124,CUST-0203,AGT-0001,life,2026-03-04,81315.67,661,3,28,2.33,1,settled,0
CLM-0406,POL-0082,CUST-0025,AGT-0001,property_damage,2025-08-21,24417.7,159,0,65,0.39,1,pending,0
CLM-0407,POL-0048,CUST-0061,AGT-0010,motor_accident,2025-08-12,303097.36,41,7,23,5.09,0,pending,1
CLM-0408,POL-0325,CUST-0252,AGT-0019,health,2025-11-19,74833.66,275,1,44,1.54,0,settled,0
CLM-0409,POL-0043,CUST-0291,AGT-0007,motor_accident,2026-04-07,127350.41,683,0,32,2.03,0,pending,0
CLM-0410,POL-0048,CUST-0061,AGT-0010,life,2026-04-24,445618.26,14,6,22,7.48,1,pending,1
CLM-0411,POL-0352,CUST-0042,AGT-0009,health,2025-06-28,178494.14,678,3,35,6.75,0,settled,0
CLM-0412,POL-0500,CUST-0199,AGT-0001,motor_accident,2026-02-22,72622.83,658,0,35,1.44,1,settled,0
CLM-0413,POL-0266,CUST-0042,AGT-0016,health,2026-04-19,34707.47,403,0,38,1.43,0,settled,0
CLM-0414,POL-0141,CUST-0273,AGT-0009,life,2026-02-22,190879.73,386,2,54,3.8,0,settled,0
CLM-0415,POL-0493,CUST-0270,AGT-0002,life,2025-10-22,118811.41,631,2,35,4.12,0,rejected,0
CLM-0416,POL-0383,CUST-0130,AGT-0010,property_damage,2025-07-12,67155.99,140,3,52,1.04,0,settled,0
CLM-0417,POL-0456,CUST-0278,AGT-0012,property_damage,2025-11-09,328974.88,38,6,25,10.13,1,pending,1
CLM-0418,POL-0220,CUST-0151,AGT-0001,property_damage,2026-03-30,74760.18,104,1,48,5.46,0,pending,0
CLM-0419,POL-0110,CUST-0202,AGT-0012,health,2026-04-09,160071.69,268,0,49,3.47,0,settled,0
CLM-0420,POL-0458,CUST-0098,AGT-0017,life,2025-09-18,138015.72,475,2,45,3.22,0,pending,0
CLM-0421,POL-0062,CUST-0017,AGT-0014,property_damage,2026-05-22,209898.91,21,7,27,7.7,0,rejected,1
CLM-0422,POL-0467,CUST-0054,AGT-0006,motor_accident,2026-04-26,30556.32,442,0,59,0.41,1,settled,0
CLM-0423,POL-0141,CUST-0273,AGT-0009,property_damage,2025-06-09,72435.77,111,2,56,1.44,1,rejected,0
CLM-0424,POL-0432,CUST-0177,AGT-0010,property_damage,2025-06-13,125505.52,59,1,28,2.56,0,settled,0
CLM-0425,POL-0046,CUST-0155,AGT-0019,motor_accident,2026-04-05,180943.91,407,0,28,2.25,0,pending,0
CLM-0426,POL-0136,CUST-0290,AGT-0016,motor_accident,2026-03-28,124486.37,418,2,35,4.8,0,settled,0
CLM-0427,POL-0455,CUST-0240,AGT-0009,life,2025-06-27,179618.03,682,3,32,4.83,1,settled,0
CLM-0428,POL-0396,CUST-0289,AGT-0016,health,2025-06-28,49036.95,300,2,30,0.82,0,settled,0
CLM-0429,POL-0039,CUST-0019,AGT-0013,motor_accident,2025-12-08,16752.05,43,1,54,0.41,0,settled,0
CLM-0430,POL-0440,CUST-0120,AGT-0003,health,2025-11-26,189154.36,494,1,57,3.08,0,settled,0
CLM-0431,POL-0263,CUST-0238,AGT-0004,motor_accident,2026-03-17,83039.96,100,2,52,2.12,0,settled,0
CLM-0432,POL-0124,CUST-0203,AGT-0001,property_damage,2026-04-01,311296.39,18,3,28,8.92,1,settled,1
CLM-0433,POL-0221,CUST-0193,AGT-0006,motor_accident,2026-05-06,82400.96,471,2,28,4.16,0,settled,0
CLM-0434,POL-0151,CUST-0155,AGT-0006,motor_accident,2025-07-05,39445.8,312,3,58,0.88,0,settled,0
CLM-0435,POL-0059,CUST-0179,AGT-0004,health,2025-07-18,162490.79,18,4,22,6.15,1,rejected,1
CLM-0436,POL-0202,CUST-0113,AGT-0001,health,2025-12-05,406873.53,45,5,28,15.25,0,rejected,1
CLM-0437,POL-0049,CUST-0245,AGT-0005,motor_accident,2026-03-07,182017.58,667,3,44,6.22,0,pending,0
CLM-0438,POL-0493,CUST-0270,AGT-0002,health,2025-06-18,316110.24,22,3,23,10.96,1,rejected,1
CLM-0439,POL-0181,CUST-0013,AGT-0008,motor_accident,2025-08-14,118715.98,530,1,55,3.7,0,settled,0
CLM-0440,POL-0269,CUST-0220,AGT-0016,property_damage,2025-08-25,152223.53,126,0,44,3.65,0,settled,0
CLM-0441,POL-0187,CUST-0104,AGT-0005,property_damage,2025-06-14,166411.15,338,2,58,5.09,1,settled,0
CLM-0442,POL-0211,CUST-0070,AGT-0006,life,2025-11-28,133576.55,175,2,56,2.85,0,settled,0
CLM-0443,POL-0472,CUST-0004,AGT-0010,property_damage,2025-12-13,129553.08,310,3,58,2.66,0,settled,0
CLM-0444,POL-0159,CUST-0064,AGT-0019,property_damage,2026-01-04,118005.78,381,0,52,1.29,0,pending,0
CLM-0445,POL-0475,CUST-0048,AGT-0019,property_damage,2025-09-24,95931.91,183,2,64,3.18,1,settled,0
CLM-0446,POL-0233,CUST-0203,AGT-0002,life,2025-12-02,249056.05,38,3,21,4.29,1,rejected,1
CLM-0447,POL-0129,CUST-0069,AGT-0011,motor_accident,2026-01-13,457552.73,33,8,33,8.18,1,pending,1
CLM-0448,POL-0300,CUST-0019,AGT-0018,life,2025-10-27,61706.4,62,3,47,5.23,0,settled,0
CLM-0449,POL-0472,CUST-0004,AGT-0010,health,2026-01-23,65593.48,607,3,45,1.35,1,pending,0
CLM-0450,POL-0155,CUST-0217,AGT-0005,life,2026-04-12,62980.16,673,3,59,0.83,0,pending,0
CLM-0451,POL-0258,CUST-0255,AGT-0010,life,2025-10-07,143956.71,509,2,52,1.93,0,pending,0
CLM-0452,POL-0491,CUST-0012,AGT-0011,health,2025-07-18,22243.65,173,2,40,1.15,1,settled,0
CLM-0453,POL-0028,CUST-0270,AGT-0013,motor_accident,2026-04-18,81568.57,442,0,54,1.36,1,pending,0
CLM-0454,POL-0305,CUST-0253,AGT-0005,motor_accident,2025-06-06,251701.92,31,8,26,14.0,0,pending,1
CLM-0455,POL-0380,CUST-0162,AGT-0014,motor_accident,2025-09-25,31598.54,721,1,44,1.44,0,settled,0
CLM-0456,POL-0035,CUST-0120,AGT-0002,life,2026-05-19,361326.73,8,7,22,16.33,0,rejected,1
CLM-0457,POL-0029,CUST-0280,AGT-0012,life,2025-06-29,63485.13,525,1,40,0.85,1,settled,0
CLM-0458,POL-0326,CUST-0267,AGT-0003,health,2025-09-30,199590.16,43,4,23,4.06,1,pending,1
CLM-0459,POL-0492,CUST-0281,AGT-0016,life,2026-03-17,76631.18,311,3,49,3.8,0,pending,0
CLM-0460,POL-0289,CUST-0140,AGT-0013,life,2025-10-09,118204.92,64,3,27,2.88,0,settled,0
CLM-0461,POL-0257,CUST-0030,AGT-0020,health,2025-12-02,103125.1,387,3,57,3.79,0,settled,0
CLM-0462,POL-0236,CUST-0283,AGT-0011,life,2025-11-20,158405.89,315,2,50,7.67,0,rejected,0
